symbol,name,sector,industry
ICVX,Icosavax Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ID,PARTS iD Inc. Class A Common Stock,Miscellaneous,Diversified Commercial Services
IDA,IDACORP Inc. Common Stock,Public Utilities,Electric Utilities: Central
IDAI,T Stamp Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
IDBA,IDEX Biometrics ASA American Depositary Shares,Miscellaneous,Diversified Manufacture
IDCC,InterDigital Inc. Common Stock,Public Utilities,Telecommunications Equipment
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
IDEX,Ideanomics Inc. Common Stock,Technology,Engineering & Construction
IDN,Intellicheck Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
IDR,Idaho Strategic Resources Inc. Common Stock,Basic Industries,Precious Metals
IDRA,Idera Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDT,IDT Corporation Class B Common Stock,Public Utilities,Telecommunications Equipment
IDW,IDW Media Holdings Class B Common Stock,Consumer Services,Newspapers/Magazines
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction
IEP,Icahn Enterprises L.P. Common Stock,,
IESC,IES Holdings Inc. Common Stock,Capital Goods,Engineering & Construction
IEX,IDEX Corporation Common Stock,Capital Goods,Fluid Controls
IFBD,Infobird Co. Ltd Ordinary Shares,,
IFF,International Flavors & Fragrances Inc. Common Stock,Basic Industries,Major Chemicals
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares,,
IFN,India Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
IFRX,InflaRx N.V. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IFS,Intercorp Financial Services Inc. Common Shares,Finance,Commercial Banks
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers
IGAC,IG Acquisition Corp. Class A Common Stock,,
IGACU,IG Acquisition Corp. Unit,,
IGACW,IG Acquisition Corp. Warrant,,
IGC,India Globalization Capital Inc. Common Stock,Technology,Engineering & Construction
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,Finance,Investment Managers
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Finance,Property-Casualty Insurers
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,Finance,Property-Casualty Insurers
IGMS,IGM Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IGNY,Ignyte Acquisition Corp. Common Stock,,
IGNYU,Ignyte Acquisition Corp. Unit,,
IGNYW,Ignyte Acquisition Corp. Warrant,,
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
IGT,International Game Technology Ordinary Shares,Consumer Services,Movies/Entertainment
IGTAR,Inception Growth Acquisition Limited Rights,,
IGTAW,Inception Growth Acquisition Limited Warrants,,
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,Consumer Services,Other Consumer Services
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Finance,Investment Managers
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Services,Hotels/Resorts
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,Finance,Investment Managers
IHRT,iHeartMedia Inc. Class A Common Stock,Consumer Services,Broadcasting
IHS,IHS Holding Limited Ordinary Shares,,
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,Finance,Finance/Investors Services
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
III,Information Services Group Inc. Information Services Group Inc. Common Stock,Technology,EDP Services
IIII,INSU Acquisition Corp. III Class A Common Stock,,
IIIIU,INSU Acquisition Corp. III Unit,,
IIIIW,INSU Acquisition Corp. III Warrant,,
IIIN,Insteel Industries Inc. Common Stock,,
IIIV,i3 Verticals Inc. Class A Common Stock,Technology,EDP Services
IIM,Invesco Value Municipal Income Trust Common Stock,Finance,Investment Managers
IIN,Intricon Corporation Common Stock,Health Care,Medical/Dental Instruments
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Health Care,Medical/Dental Instruments
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,Health Care,Medical/Dental Instruments
IIPR,Innovative Industrial Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,,
IIVI,II-VI Incorporated Common Stock,Capital Goods,Industrial Machinery/Components
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,Capital Goods,Industrial Machinery/Components
IKNA,Ikena Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IKT,Inhibikase Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
IMAB,I-MAB American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMAC,IMAC Holdings Inc. Common Stock,Health Care,Medical Specialities
IMAQ,International Media Acquisition Corp. Class A Common Stock,,
IMAQR,International Media Acquisition Corp. Rights,,
IMAQW,International Media Acquisition Corp. Warrants,,
IMAX,Imax Corporation Common Stock,,
IMBI,iMedia Brands Inc. Class A Common Stock,Consumer Services,Catalog/Specialty Distribution
IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026,,
IMCC,IM Cannabis Corp. Common Shares,,
IMCR,Immunocore Holdings plc American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMGN,ImmunoGen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMGO,Imago BioSciences Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMH,Impac Mortgage Holdings Inc. Common Stock ,Finance,Finance: Consumer Services
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Services,Food Chains
IMMP,Immutep Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMMR,Immersion Corporation Common Stock,Technology,Computer peripheral equipment
IMMX,Immix Biopharma Inc. Common Stock,Consumer Durables,Specialty Chemicals
IMNM,Immunome Inc. Common Stock,Consumer Durables,Specialty Chemicals
IMO,Imperial Oil Limited Common Stock,,
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Technology,Semiconductors
IMPL,Impel NeuroPharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMPP,Imperial Petroleum Inc. Common Shares,,
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,,
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,Finance,Business Services
IMRA,IMARA Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMRN,Immuron Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMRNW,Immuron Limited Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
IMRX,Immuneering Corporation Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMTE,Integrated Media Technology Limited Ordinary Shares,Consumer Non-Durables,Consumer Electronics/Appliances
IMTX,Immatics N.V. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Immatics N.V. Warrants,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMV,IMV Inc. Common Shares,,
IMVT,Immunovant Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMXI,International Money Express Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
INAB,IN8bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INAQ,Insight Acquisition Corp. Class A Common Stock,,
INBK,First Internet Bancorp Common Stock,Finance,Major Banks
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance,Major Banks
INBX,Inhibrx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INCR,Intercure Ltd. Ordinary Shares,,
INCY,Incyte Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,Technology,Semiconductors
INDIW,indie Semiconductor Inc. Warrant,Technology,Semiconductors
INDO,Indonesia Energy Corporation Limited Ordinary Shares,Energy,Oil & Gas Production
INDP,Indaptus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INDT,INDUS Realty Trust Inc. (MD) Common Stock,Finance,Real Estate
INFA,Informatica Inc. Class A Common Stock,Technology,EDP Services
INFI,Infinity Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INFN,Infinera Corporation Common Stock,Public Utilities,Telecommunications Equipment
INFU,InfuSystems Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
INFY,Infosys Limited American Depositary Shares,Technology,EDP Services
ING,ING Group N.V. Common Stock,Finance,Commercial Banks
INGN,Inogen Inc Common Stock,Health Care,Industrial Specialties
INGR,Ingredion Incorporated Common Stock,Consumer Non-Durables,Farming/Seeds/Milling
INKA,KludeIn I Acquisition Corp. Class A Common Stock,,
INKAW,KludeIn I Acquisition Corp. Warrant,,
INKT,MiNK Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
INM,InMed Pharmaceuticals Inc. Common Shares,,
INMB,INmune Bio Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
INMD,InMode Ltd. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,Summit Hotel Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,,
INNV,InnovAge Holding Corp. Common Stock,Health Care,Hospital/Nursing Management
INO,Inovio Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INOD,Innodata Inc. Common Stock,Technology,EDP Services
INPX,Inpixon Common Stock,Technology,Computer Software: Prepackaged Software
INSE,Inspired Entertainment Inc. Common Stock,Technology,EDP Peripherals
INSG,Inseego Corp. Common Stock,Capital Goods,Telecommunications Equipment
INSI,Insight Select Income Fund,Finance,Investment Managers
INSM,Insmed Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Inspire Medical Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INST,Instructure Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,Technology,Semiconductors
INSW^A,International Seaways Inc. 8.50% Senior Notes due June 30 2023,,
INT,World Fuel Services Corporation Common Stock,Energy,Oil Refining/Marketing
INTA,Intapp Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,Technology,Semiconductors
INTE,Integral Acquisition Corporation 1 Class A Common Stock,,
INTEU,Integral Acquisition Corporation 1 Unit,,
INTEW,Integral Acquisition Corporation 1 Warrants,,
INTG,Intergroup Corporation (The) Common Stock,Consumer Services,Hotels/Resorts
INTT,inTest Corporation Common Stock,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INTZ,Intrusion Inc. Common Stock,Miscellaneous,Diversified Manufacture
INUV,Inuvo Inc.,Technology,Advertising
INVA,Innoviva Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INVE,Identiv Inc. Common Stock,Technology,Computer peripheral equipment
INVH,Invitation Homes Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
INVO,INVO BioScience Inc. Common Stock,Health Care,Medical/Dental Instruments
INVZ,Innoviz Technologies Ltd. Ordinary shares,Capital Goods,Auto Parts:O.E.M.
INVZW,Innoviz Technologies Ltd. Warrant,Capital Goods,Auto Parts:O.E.M.
INZY,Inozyme Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IO,Ion Geophysical Corporation Common Stock,Energy,Oilfield Services/Equipment
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares,,
IOACU,Innovative International Acquisition Corp. Unit,,
IOACW,Innovative International Acquisition Corp. Warrants,,
IOBT,IO Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IONM,Assure Holdings Corp. Common Stock,Health Care,Assisted Living Services
IONQ,IonQ Inc. Common Stock,Capital Goods,Wholesale Distributors
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IOR,Income Opportunity Realty Investors Inc. Common Stock,Finance,Diversified Financial Services
IOSP,Innospec Inc. Common Stock,Basic Industries,Industrial Specialties
IOT,Samsara Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IP,International Paper Company Common Stock,Basic Industries,Containers/Packaging
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,,
IPAR,Inter Parfums Inc. Common Stock,Consumer Non-Durables,Package Goods/Cosmetics
IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share,,
IPAXW,Inflection Point Acquisition Corp. Warrants,,
IPDN,Professional Diversity Network Inc. Common Stock,Technology,EDP Services
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Technology,Advertising
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors
IPHA,Innate Pharma S.A. ADS,Health Care,Biotechnology: Pharmaceutical Preparations
IPI,Intrepid Potash Inc Common Stock,Basic Industries,Major Chemicals
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,Finance,Business Services
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,Finance,Business Services
IPSC,Century Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock,,
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,,
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,,
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,,
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,,
IPW,iPower Inc. Common Stock,Consumer Services,Catalog/Specialty Distribution
IPWR,Ideal Power Inc. Common Stock,Capital Goods,Industrial Machinery/Components
IQ,iQIYI Inc. American Depositary Shares,Technology,Internet and Information Services
IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,Finance Companies
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,,
IQMDU,Intelligent Medicine Acquisition Corp. Unit,,
IQMDW,Intelligent Medicine Acquisition Corp. Warrant,,
IQV,IQVIA Holdings Inc. Common Stock,Health Care,Managed Health Care
IR,Ingersoll Rand Inc. Common Stock,Capital Goods,Industrial Machinery/Components
IRBT,iRobot Corporation Common Stock,,
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,Consumer Services,Building operators
IRDM,Iridium Communications Inc Common Stock,Consumer Services,Telecommunications Equipment
IREN,Iris Energy Limited Ordinary Shares,,
IRIX,IRIDEX Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRL,New Ireland Fund Inc (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Consumer Services,Real Estate Investment Trusts
IRMD,iRadimed Corporation Common Stock,Health Care,Medical/Dental Instruments
IRNT,IronNet Inc. Common Stock,Technology,EDP Services
IROQ,IF Bancorp Inc. Common Stock,Finance,Finance: Consumer Services
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,,
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Consumer Services,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IS,ironSource Ltd. Class A Ordinary Shares,,
ISAA,Iron Spark I Inc. Class A Common Stock,,
ISBC,Investors Bancorp Inc. Common Stock,Finance,Savings Institutions
ISD,PGIM High Yield Bond Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
ISDR,Issuer Direct Corporation Common Stock,Technology,EDP Services
ISEE,IVERIC bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ISIG,Insignia Systems Inc. Common Stock,Technology,Advertising
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,,
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,,
ISO,IsoPlexis Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISPC,iSpecimen Inc. Common Stock,Health Care,Precision Instruments
ISPO,Inspirato Incorporated Class A Common Stock,Consumer Services,Hotels/Resorts
ISPOW,Inspirato Incorporated Warrant,Consumer Services,Hotels/Resorts
ISR,IsoRay Inc. Common Stock (DE),Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc. Common Stock,Capital Goods,Military/Government/Technical
ISTR,Investar Holding Corporation Common Stock,Finance,Commercial Banks
ISUN,iSun Inc. Common Stock,Technology,Semiconductors
IT,Gartner Inc. Common Stock,Finance,Diversified Commercial Services
ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock,,
ITAQU,Industrial Tech Acquisitions II Inc. Unit,,
ITAQW,Industrial Tech Acquisitions II Inc. Warrants,,
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Finance,Commercial Banks
ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ITGR,Integer Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
ITHXW,ITHAX Acquisition Corp. Warrant,Finance,Business Services
ITI,Iteris Inc. Common Stock,Capital Goods,Telecommunications Equipment
ITIC,Investors Title Company Common Stock,Finance,Specialty Insurers
ITOS,iTeos Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
ITP,IT Tech Packaging Inc. Common Stock,Basic Industries,Paper
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
ITQRU,Itiquira Acquisition Corp. Unit,Finance,Business Services
ITQRW,Itiquira Acquisition Corp. Warrant,Finance,Business Services
ITRG,Integra Resources Corp. Common Shares,,
ITRI,Itron Inc. Common Stock,Capital Goods,Electrical Products
ITRM,Iterum Therapeutics plc Ordinary Share,Health Care,Biotechnology: Pharmaceutical Preparations
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Technology,Electronic Components
ITT,ITT Inc. Common Stock ,Capital Goods,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance,Commercial Banks
ITW,Illinois Tool Works Inc. Common Stock,Capital Goods,Industrial Machinery/Components
IVA,Inventiva S.A. American Depository Shares,Consumer Services,Other Consumer Services
IVAC,Intevac Inc. Common Stock,,
IVC,Invacare Corporation Common Stock,Health Care,Industrial Specialties
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares,,
IVCBU,Investcorp Europe Acquisition Corp I Unit,,
IVCBW,Investcorp Europe Acquisition Corp I Warrant,,
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,,
IVCPU,Swiftmerge Acquisition Corp. Unit,,
IVH,Delaware Ivy High Income Opportunities Fund,Finance,Investment Managers
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,Consumer Services,Real Estate Investment Trusts
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,,
IVT,InvenTrust Properties Corp. Common Stock,Consumer Services,Real Estate Investment Trusts
IVZ,Invesco Ltd Common Stock,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Finance,Diversified Financial Services
IXAQ,IX Acquisition Corp. Class A Ordinary Share,,
IXAQU,IX Acquisition Corp. Unit,,
IXHL,Incannex Healthcare Limited American Depositary Shares,,
IZEA,IZEA Worldwide Inc. Common Stock,Technology,Advertising
J,Jacobs Engineering Group Inc. Common Stock,Capital Goods,Oilfield Services/Equipment
JACK,Jack In The Box Inc. Common Stock,Consumer Services,Restaurants
JAGX,Jaguar Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JAKK,JAKKS Pacific Inc. Common Stock,Consumer Non-Durables,Recreational Products/Toys
JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
JAN,JanOne Inc. Common Stock (NV),Public Utilities,Environmental Services
JANX,Janux Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JAQC,Jupiter Acquisition Corporation Common stock,,
JAQCU,Jupiter Acquisition Corporation Units,,
JAQCW,Jupiter Acquisition Corporation Warrants,,
JATT,JATT Acquisition Corp Class A Ordinary Shares,,
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Health Care,Biotechnology: Pharmaceutical Preparations
JBGS,JBG SMITH Properties Common Shares ,Consumer Services,Real Estate Investment Trusts
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Transportation,Trucking Freight/Courier Services
JBI,Janus International Group Inc. Common Stock,,
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Finance,Trusts Except Educational Religious and Charitable
JBL,Jabil Inc. Common Stock,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,Transportation,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation Common Stock,Capital Goods,Diversified Manufacture
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JCI,Johnson Controls International plc Ordinary Share,Capital Goods,Industrial Machinery/Components
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,Finance,Business Services
JCICU,Jack Creek Investment Corp. Units,Finance,Business Services
JCICW,Jack Creek Investment Corp. Warrants,Finance,Business Services
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JCS,Communications Systems Inc. Common Stock,Public Utilities,Telecommunications Equipment
JCTCF,Jewett-Cameron Trading Company Common Shares,,
JD,JD.com Inc. American Depositary Shares,Miscellaneous,Diversified Commercial Services
JEF,Jefferies Financial Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,Finance,Investment Managers
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,Finance,Finance Companies
JFIN,Jiayin Group Inc. American Depositary Shares,Finance,Finance: Consumer Services
JFR,Nuveen Floating Rate Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
JFU,9F Inc. American Depositary Shares,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,Technology,EDP Services
JGGCU,Jaguar Global Growth Corporation I Unit,,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
JHAA,Nuveen Corporate Income 2023 Target Term Fund,Finance,Finance/Investors Services
JHG,Janus Henderson Group plc Ordinary Shares,Finance,Investment Managers
JHI,John Hancock Investors Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
JHS,John Hancock Income Securities Trust Common Stock,Finance,Finance Companies
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Capital Goods,Building Materials
JILL,J. Jill Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores
JJSF,J & J Snack Foods Corp. Common Stock,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,Finance,Investment Managers
JMAC,Maxpro Capital Acquisition Corp. Class A Common Stock,,
JMACU,Maxpro Capital Acquisition Corp. Units,,
JMACW,Maxpro Capital Acquisition Corp. Warrants,,
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,Consumer Services,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),Finance,Trusts Except Educational Religious and Charitable
JNCE,Jounce Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JNJ,Johnson & Johnson Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,Technology,Computer peripheral equipment
JOAN,JOANN Inc. Common Stock,Consumer Non-Durables,Department/Specialty Retail Stores
JOB,GEE Group Inc. Common Stock,Technology,Diversified Commercial Services
JOBS,51job Inc. American Depositary Shares,Technology,Diversified Commercial Services
JOBY,Joby Aviation Inc. Common Stock,Transportation,Aerospace
JOE,St. Joe Company (The) Common Stock,Consumer Services,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,,
JOFFU,JOFF Fintech Acquisition Corp. Unit,,
JOFFW,JOFF Fintech Acquisition Corp. Warrant,,
JOUT,Johnson Outdoors Inc. Class A Common Stock,Consumer Non-Durables,Recreational Products/Toys
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,Consumer Services,Other Consumer Services
JPC,Nuveen Preferred & Income Opportunities Fund,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,,
